字段1_文本,字段2,时间,字段3
92年工地狗,1.22年底准备提宋，后来抖音上看到了护卫舰07要上市的消息，每一点都符合我的要求，因为同事买了汉，其他方面不过多去说，因为都体验了，主要之前一直想买suv，而且是大五座，过些日子店里可以看车了，还是实车更震撼一点，比网上看起来震撼多了                      2.接下来就是漫长的等车时光，隔三差五的问销售提车时间，预计到二月初，结果前几天打电话说可以提车了，好的吧，年终奖还没发，钱不够啊，后来发了年终奖果断第二天请假提车                                                          3.开了四五年马自达的习惯来看护卫舰空间真的大啊，至于网上说的门把手，仪表盘，刚开始是觉得特别别扭，两天看下来也就习惯了，昨天开高速，自适应巡航和智能领航一开，解放双脚啊，不过我平时开车喜欢左右乱窜，一下子都整的不习惯了，今天试了自动泊车可以的，心一直在揪着，生怕撞到，没想到一点问题没有，一开始车道偏移一点不习惯，总是和我抢方向盘，后来才发现要先打转向灯，哈哈，也是再纠正我以前的一些陋习,2023-01-19,南京
潇洒春风tvi,新车开了2238公里，EV续航1527公里，HEV711公里，我以前开轩逸的开这个动力空间都能满足，就是电池续航短了2天就要充电了，但是要买205版本的加的钱都够3年油费了。车辆有电的时候猛如虎而且足够安静，没电的时候就如同震动的牛。整体外观很满意跑了一次来回200公里的高速，辅助驾驶挺好用的白天。问题：第一个我遇到的360倒车的时侯车辆总是停不正。,2023-10-30,天津
毛豆不水煮,"去年7月份入坑的，开始订的是宋四驱，当时销售说2个月能提车，结果等了5个月也没消息。1月份看还没有消息，果断退订换了家店定了护卫舰。
 
在附近找的一家店，当时天青和苍烟色的有现车，不想做首批车主就没要定了黑色。来车挺快，算上过年总共也才等了18天。定的时候黑色还没排产，应该算是黑色首批吧?因为第一次买车，没经验什么也不懂，所以除了标配什么都没送。

提车快一个月了，车没怎么开，所以车友们出现过的小问题都没遇到过，也有可能是遇到了没注意到?所以也没什么使用心得可以分享，这两天贴了个亚光陶瓷黑改色膜，看着还不错，给以后想改色的车友们做个参照了。

以上。
最后感谢圈主推荐。",2023-03-01,广州
Delayonmore,"【提车价格】
两驱尊贵黑色，裸车21.58＋保险0.68＋服务费0.3；车价一毛钱没得优惠，不知道是不是广东地区都是这样子的，送了电池电机之类的，欢迎大家评论区讨论一下。现在比亚迪价格太硬了。

【驾驶感受】
空间还是很舒服的，坐起来包裹感挺强，加上比较高，跑高速视野比较好。但是刹车感觉偏硬，踩下去一开始信心不是很足。另外，感觉跑高速的时候有点向右跑偏，不知道是不是错觉，后面跑多几次高速再评价吧。
【油耗】
高速油耗比市区的要高一些，hev＋eco跑了一下回老家，单程300公里，绝大部分都是高速，平均速度在110以上，油耗6.8。
【续航】
续航跑高速的话，感觉满油满电应该能跑个八百多；市区应该可以跑个更多，还是很不错的。",2023-04-11,东莞
有趣的麻酱7lC,"【最不满意】
没有发现特别不满意的，如果非要选一个的话，可能是动力和操控，但是这么大的车，实在不能要求太高。

【购车经历】
陆陆续续看了很多，包括领克08（几乎快要买了，但是最好对比，后排中间座椅太硬了），新摩卡老婆极度不喜欢咖啡系列的名字，我个人觉得是综合最好的，无奈），问界m7（超预算了，不送充电桩，没有无息贷款），ls6（因为纯电），零跑c11（因为新势力，因为店铺装修比较low，老婆觉得），后来还了解了极越和昊铂。各有优缺点，最终选择护卫舰07，老婆比较满意。

【驾驶感受】
隔音优秀，减震干脆，有高级感。侧倾还是有的。动力差点，也够用。

【油耗】
还没用油开过，不知道，后续测试一下。",2023-11-30,南京
温暖的高冷冰淇淋,看到这个牌子火得很，这么多年过去了，想想应该进步很大，支持国货入手了护卫舰。 空间真的大，但尾部两个轮毂包真的很丑很占空间。装配工艺差了点，大家可以都看看你的左前保险杠，与金属交汇的那个角绝对不平整，尾门关闭与车体也有落差，不平整。这些都可以接受 电车真的好开，开了电车再不想开BBA，遥控驾驶有时候有大用处，缺点就是一丁点坡度都无法使用。 节能模式续航不打折，普通模式高速120左右电耗低于7折，亏电情况高速120左右油耗大于9升。减震还不错，新车也没有多大味道。 不足就是小毛病较多，一个月内去了三次4S店，,2023-08-08,德阳
jozeeee,考虑混动，然后也看了纯电，因为在北方，纯电有里程焦虑，开始考虑宋，后来看网友呼吁换比亚迪，本着听人劝吃饱饭的心情，上了100公里旗舰护卫舰白色，还是不错的，有抬头显示，走小路有360基本都能满足，人生第一辆车，也是背上了车贷，贷款7万，因为收入一般，月供这样才3千多，合适。 用起来加速动力空间都没问题，就是hev 模式总是先用电，不用油，又是智能保电，开车还没到500公里，目前就是体验总体不错，如果经济条件允许，还是得建议搞205版本续航，直接拉满，我这也只能说半拉满。 空间和充电速度都不错的，在4儿子店充电不到3小时20充到100，智能方面更是没得说，车道保持和定速巡航也很友好，以后用得多了再来交作业。,2023-05-08,银川
这就是阿文啊,"【最不满意】
丑话在前话不丑，车是好车用车至今3点问题比较难受
1、方向盘居然不是完全对正的😂向左偏一点车才跑直…
2、后窗的隐私玻璃晚上有些暗，需要适应一下只看灯不看车的方法。
3、冷车时发动机启动抖动明显，速度提高或者温度上去了就没问题了。

还有一些小问题（不影响使用，美中不足）
1、麦克风声音小，唱起来不够嗨，有车友说4S让回去升级了，不知道能不能解决。
2、手套箱里没留灯，如此深邃的手扶箱不太好找东西。
3、后排空间太足了（是在炫耀没错），以至于朋友们都评价后排比前排舒服，也导致了后备箱尺寸有一丢丢小，后排分给后备箱5厘米就更舒服了。

剩下的就是猛夸了

【驾驶感受】

1、轻快的不像是大车，从卡罗拉换过来，感觉就是在起飞！开了2天回去挪老车……一瞬间就在恍惚，原来油车这么抖的吗？

【乘坐体验】

1、静谧性完美，真的安静的像《头等座舱》

2、底盘好的多，刚开完宋Pro换开护卫舰07，不是一个档次，就像名字一样，陆地开大船，舒服！

和老大哥唐放在一起不输哦！苍烟色也超出预期，不同光线下色彩也不同！",2023-02-28,郑州
顺风的07护卫舰,本来一直看的宋，但是要等好久，元旦在4s店看车的时候纯电100KM旗舰版有现车就直接提了，自我感觉跟以前的燃油车比动力响应更迅速，驾驶感更强，纯电驾驶安静，上下班通勤来回20公里，用纯电模式完全够用，感觉用电是真的节省，本人用车以家用为主，这款车空间上无可挑剔，尤其是后排纯平的，坐3个成年人完全没有问题，后背箱的尺寸也比宋的大了好多，一家3口出行可以轻松的带够自己想要的东西，对于我这种腰不舒服的驾驶员来说前排座椅的可调节腰托让我可以得到更舒服的驾驶体验，而且支持手机和手表解锁是真的方便，该有的配置也都有了，360全景影像，自动泊车等等的智能化配置也可以让驾驶更轻松，底盘对于我上下班的道路来说挺稳定的，没有感觉到某些人说的船一样，目前这个车我还是挺惊艳的,2023-01-09,无锡
亚迪男,总体感觉很好。想要的都有了，想不到的也有了，操控性良好，不懂就问“小迪”。实际上每一款车在设计上设计师是花了很大精力的，力争能够考虑到消费者乘坐的舒适感、配置的高低、驾驶的稳定性等，但不可能面面俱到，照顾到大多数就可以了，这一点我个人认为护卫舰07做到了。但金无足赤，有些地方的设计还是有一些缺陷的，比如大家都诟病的水杯架问题，不但位置不合适而且也放不下一般的水杯；内饰的设计上设计师更多强调了海洋元素的融入，从视觉上给予了美感，但线条层次太多，造成缝隙太多容易藏污纳诟，清理起来很费事等等这些是需要进一步改进的。 本来2022年8月在海洋网定了宋PLUS两驱，后改为四驱，一等等到了年底车还没有到位，此时护卫舰07由“梦想成为了现实”，就和儿子商量直接改为护卫舰了，店家觉得我等车时间长了，过完年后上班的第一天说车到了，果断提车。裸车228800米，过年领取政府的2000元汽车消费劵，旧车置换补贴5000（还没拿到），加了7300的延保，买了5400的保险，交了310的上牌费。就这了。,2023-02-07,洛阳
