字段1_文本,字段2,时间,字段3
C家车探,"外观设计上，依然是“Dragon Face”设计理念，但是这次换上了和汉DM-i类似的点阵式格栅中网，并且前包围两侧的进气口造型也变得更加犀利，能提升空气动力学的表现，其余部分和现款唐新能源保持一致。

长宽高分别做到了4870/1950/1725毫米，轴距为2820毫米，与目前在售唐DM-i保持一致，只比2022款唐EV长度短了30毫米，依然是标准的中型SUV尺寸，并标配2+3+2的7座布局，提供2+2+2的6座布局可选。

内饰基本与2022款唐EV相似。

搭载超级混动常用的1.5T插电混动系统其中发动机最大功率102千瓦，峰值扭矩231牛·米；前后双电机最大功率分别为160千瓦和200千瓦，峰值扭矩则分别为325牛·米和350牛·米，因为后缀带P，代表它是高性能版本，零百加速可以做到4.3秒。另外，还配备了DiSus-C智能电动主动悬架，以及伊顿差速锁。

续航里程没含糊，配备了45.8千瓦时磷酸铁锂刀片电池，NEDC工况下纯电续航里程可以达到215公里，并搭载90千瓦的快充，而亏电状态下百公里油耗仅为6.5升，所以唐DM-p是一台能省又能蹦的车型。

光从数据上来看，很多人会觉得没什么突出的亮点，但是下细看它的性能和纯电续航能力，基本上是同级之最的一款车，况且魏牌的摩卡DHT-PHEV起售价比它还贵了那么一点。",2022/10/23,
Ayu1987,车型：比亚迪 唐 DM 年份：2018年10月18日 遇到的问题：我的车辆从2020年到2023年更换了数次前后控制臂球头，刹车盘，玻璃升降器等配件，2021年和2022年分别更换了2次变速箱，3次后驱动电机，2次分动箱，1次电池包总成，1次方向机，1次横拉杆总成，减震器6根，等，现在4S店检查出的问题有：1、空调不制冷需拆除整个仪表中控台更换空调散热器，2、更换的两次变速箱都需要拆卸发动机，导致发动机行驶中抖动，要多踩几次油门后又恢复正常，期间还调校过发动机（现在因维修导致发动机有软故障），我的车购买日期是2018年10月18日购买，在2021年和2022年更换的变速箱、分动箱、后驱动电机生产日期是2018年1月，我怀疑他们给我更换的是再铸造件，国家规定在三包期更换的配件必须是全新的。,2023/6/10,自贡
用户1522577443120,动力很强，严重馈电油耗动力较弱，高速油耗较高，空间不错，车机卡顿需要定时清理垃圾,2023/2/1,福州
至尊轮上之永踏天下,性价比高，空间大，隔音还可以，总体比之前的A4舒适不少，地盘悬架比较拉垮，高速转弯比较飘，信心不足，纯电续航如果能到150就比较完美,2023/4/29,湖州
沫小沫熊爸,外观和内饰都达到比较高的水准，隔音还不错，动力只能用澎湃来形容，底盘先是短板，补齐这点就无可挑剔，贵两万也无所谓。,2023/1/31,长沙
热情星空Ry,驾驶感受相当不错，颜值高，用车成本低！冬天油耗高，我当油车开，一年总体下来合到三毛五。相对同级别的车就省的多了！虽然是七座车，我平时当五座车用，第三排应急用用，空间没得说。动力当面我觉得比我之前2.0的现代要强太多，我是新疆，冬天下雪天开启车身防侧滑功能相当好用。高速的定速巡航也不错，提车一年里免费更换电池2比，售后服务态度也都挺不错，走在路上回头率还是挺高的，出门不方便用电的地方还可以当发电机使用，220V对外放电挺香！我们这里就是充电桩比较少，今年可能会增加，如果能像北上广一样充电方便，那就太棒了！总体来说没有什么问题，如果在买一辆车，我还是会选择BYD！希望新能源汽车发展越来越好，支持国产，国产加油！,2023/3/6,石河子
木头条子,【续航】 长期跑盘山路，平均油耗6到7个左右，表现优秀 【空间表现】 一二排空间优秀，第三排只能坐小孩子 【提车价格】 21.68万 【驾驶感受】 稳如老狗,2021/12/20,汉中
晓丶D,外观看个人，纯电行驶基本不会考虑能耗，因为成本太低。亏电在7个油左右。2万公里亏电行驶。空间和内饰还可以，也有需要改进的地方，比如中控台，海洋网的车在中控台都有个洞方便放东西。预算够肯定还是推荐dmp。,2023/2/19,淮北
用户5424638472548,【空间表现】 四座就很合适，最后一排只能拿来应急 【动力表现】 很猛烈，eco有一点点延迟，运动模式就直接起飞了 【续航】 电池续航基本实打实，因为默认智能保电我也没把电池用完过 【智能化】 基本达到预期了，你想要的语音都能实现 【驾驶感受】 方向盘指向精准，底盘路感反馈也还行,2023/3/2,成都
呐牛奶糖,高速胎噪有点大，转弯半径大，掉头不容易。中控钢琴烤漆容易划化，轮毂容易刮花。,2022/7/16,广州
爱折腾的Howie,比亚迪等车确实痛苦，从D9换到唐dmp ，本来车到了准备享受市补区补的时候被销售一顿神操作导致我错过市补区补，果断不要了投诉，最后综合还是买了唐dmi，本来还有些失落，唐dmp综合各方面有大幅度提升，直到提了唐dmi才庆幸，对于我一年两到三次长途自驾，经常短途露营需求的人，已经完全够够够了，甚至有点超期望，20度电，综合1000多公里的续航，关键对比我原来的2.0T95号油现在可油可电还加92，开了500多公里了，百公里1.7升加9.5度电，磨合期还没用过ev模式，用了会更低，要什么自行车？早买早享受啊，车内的烧水壶便携的电磁炉锅床垫已经配齐，近期再拉着我的装备准备露营走起⛺️,2022/11/12,广州
陕K车主,【空间表现】 对于193的我来说，完全够用了。 【动力表现】 不管亏电还是满电，只要你舍得踩完全没有变化。 【智能化】 你好，小迪！一直很听话，不会无脑的回答听不懂。 【续航】 我是十月份提的车，现在我们这儿温度大概是零下十度左右，充满的话续航就是90左右，夏天应该会好一点。 【充电时间】 目前只用快充，26KW，百分之二十五一个半小时左右就充满了。 【第三排空间】 我买来就没打算用第三排，全当大五座开了。家里加上孩子刚好五个人。所以不常用第三排，只能是以后应急用了。 【油耗】 目前冬天5.7个油左右，每天就是通勤20公里左右。 【驾驶感受】 比之前的现代途胜强的太多了，感觉底盘很扎实，细微的颠簸感会有，但是能接受。,2022/11/6,榆林
和味餐饮管理有限公司,去年国庆订的车，终于是提到车了，还在摸索新车的喜悦当中，各方面都很满意，唯一一点就是感觉噪音大了一点点，要是噪音低点，就太完美了,2022/3/15,佛山
自动驾驶我睡觉,"这个价位不错的选择，
【空间表现】
如果不是7座，那空间无敌。7座导致第二排不是那么的富裕。
【动力表现】
sport模式很爽。

【续航】
冬天掉电还是比较快的，，差不多消耗2倍的里程数",2023/2/26,上海
Michael4675,完全对得起车价，体验很棒。个人觉得只有3个小缺点， 1.主驾驶位空调口有异响； 2.语音交互+地图应用有时反应较慢，甚至识别不了我说的话； 3.高速时风噪明显，主驾驶位车窗给人一种漏风的感觉；,2022/5/23,广州
潮汐天下,【感谢圈主柯基狗蛋儿推荐精华】价格中规中矩，目前价位中比较理想的车，混动技术没的说，112km对于日常通勤和有充电桩补电还是很友好的，车身确实长，不好转弯，目前唯一的问题就是疫情当前没办法远途旅行，怎么把油箱里的油用完，成为新的焦虑?,2022/11/28,郑州
MarsUser,外观没的说，大气雍容。 内饰还好，就是钢琴烤漆易划伤，皮质覆盖多。 配置同价无敌，希望故障率低一些。 续航基本符合112km标定。 智能化还可以，还有改进空间。,2022/6/6,西安
大欢欢88888,"目前感觉还不错，空间、外形、动力还是性能都不错。
【空间表现】
空间真的超赞，我买的7座唐，前后两排腿部升缩自如，目前就放放背包啥的。储物空间方面，做得相当的用心，储物格及中间扶手储物格都很贴心。

【第三排空间】
第三排空间基本不用，临时放放背包啥的。

【驾驶感受】
提速快，驾驶起来比较平顺，比之前的纯燃油车舒适太多了，而且还很安静，开车辅助功能特别的方便，全景影像让我不用担心4.9米长的车身倒不进去车库，整体感受是可以的。
【智能化】
语音指令反应还可以，但是只能一句一句的说。15.6寸的超大中控屏，400万种软件可下载使用。还有NFC车钥匙功能，真的超级方便，可分享9个人使用呢。内饰有点老气，但的确挺耐脏的。
【提车价格】
提车没有优惠，送了两次保养和免费的太阳膜。
【购车经历】等了近三个月的车，等车期间销售顾问会及时打电话告知车的进展情况，挺温馨的。",2022/12/8,
她在我心里是唯一,此车适合追求速度但又要照顾家庭的奶爸最好选择，空间方面大得没得说，但第三排真心不建议1米75以上的人座，座得紧凑。跑高速顶着一百二去跑，真的舒服，隔音方面真的做的很好！,2022/12/16,肇庆
黑色18585,"【空间表现】
空间挺大的，坐八九个人都没事儿。
【动力表现】
动力是最满意的一点，挺省油的，
【续航】
续航没有112，最多就跑个80左右。


【第三排空间】第3排空间做个1米7左右的人，没问题不是那么局促。

【驾驶感受】
驾驶感受比开油车好的不是一星半点，提速非常快。",2022/7/26,达州
