字段1_文本,字段2,时间,字段3
用户7616612967589,【最不满意】 1.车机系统不稳定。语音控制不精准，忍不住对小安爆粗口几次了；警报音有一次在状况解除后依然长时间响；自动刹车有两次突然急刹，吓一大跳；充电有两次异常，只充到一半左右，反映问题后说是把电流往小了调，但是充电时长得八九个小时；系统设置车窗不要自动关闭，但是第二天去开车时有时候车窗依然关着。2.纯电续航最多100公里，不开空调，平时城区上下班，周末郊区乡下路段行驶。3.发动机声音较响，抖动明显。 【购车经历】 天籁开了八年八万公里，没什么毛病，但是油耗不低，动力较弱，也差不多时间好换车了。想着主要就是市区开开，极少长途，本想买纯电，第一首选埃安Vplus，试驾之后家人不是太喜欢。讨论后感觉混动也好，还没有里程焦虑。看了idd后，比较中意，但当天没有下订，想着再比较一下。长安销售在售前比较热情，得知我工作日没时间到店，他们赶到我单位来做工作，app上付了520订金。到周末时候去下单，价格谈不下来，一分都没优惠。又去看了比亚迪宋plus和吉利雷神，得知都要等一个月以上，而idd当天就可以提车，蓝外黑内，我也可以接受，而且从外观内饰上我还是感觉idd最好看，最终当天下单。 【提车价格】 17.69万，指导价没任何优惠。置换补贴7000，本地消费券补贴5000，目前都还没到手。保险5800多，我看其他地方的很多人只要4000多一点的保费，不知道为何差异如此大。 【驾驶感受】 基本当电车用，加速快，舒适性也还可以，空间大。,2022-05-07,金华
热心原小A,启动油的时候换挡有顿挫感，电使用没有感觉。不知道是不是来手动挡的感觉，地盘没有装甲跑高速噪音有点大。,,苏州
伏城A,"提车一个月谈谈满意和不满意的地方

【购车经历】
相识到提车也就10天左右（有现车），三月初偶然网上看到长安UNIK的绿牌一开始还以为有人p图（恕我无知）后一查找发现还真有混动IDD，再加了意向车友群持续关注，巧的是刚好附近4s店有现车。和一个刚提完尊贵的车友一同前去帮我谈价，谈好当晚果断下定卓越现
车
【提车价格】
裸车裸车17.69 保险6100 上牌加金融一起1500 还有一个前置利息800（让我有点反感好在有现车也就罢了）
【销售态度】
中规中矩 事情方面得要催他才会去办3.7下定金 3.11给的尾款 3.17才上临牌提车3.28验车选牌4.14到行驶证4.17上铁牌😅 中途催过几次不然会更慢一些厂家送的3599礼包还没到全（雷朋膜也是我问了才有说到的）
【驾驶感受】
纯电给我的还是随脚随到特别香 馈电油耗在7L-8L之间起步留意的话会有小错顿 不过这是正常的某迪混动也一样。IX自定义模式很给力（动力澎拜是真不错除了油耗高点啥都好🌚没提车的小伙伴试驾一定要试试动力澎拜模式）
【续航】
在广东开空调纯电续航可以在120km，纯油还没测试过目前三月一箱油加满了馈电没跑过几次只跑了一百多公里（后悔加满😭😭油会过期）

【空间表现】
空间大是真的大后座比前座舒服多了（等女朋友考到驾照我准备让她开车我躺后面了）妥妥的大5座和唐dm不相上下

【乘坐体验】
没开过几台车这个忽略。。。


【最不满意】
好了到了吐槽环节
1.这车给我感觉是360盲区多我刮过两次车前后都有
2.天窗有过几次不听使唤感觉是手机和车机冲突了要关关不上要开开不了断断续续的。后面重启车机好了但还是感觉心里不舒服
3遇到过一次小安和导航没声音 功能都正常就是没有语音播报后面格式化车机才好（也怀疑是Hicar链接和车机系统的错乱BUG）
4下车后过段时间没锁车把手自动收回 你再次按把手他会先锁车折耳后再重新开车门 这点要是有客人在会很尴尬。
5 行车中车顶灯打开了下车前忘记关的话后面锁车了灯也会一直亮着。得重新开锁进去关 有点麻烦
6 后续要遇到会持续更新

【内饰】
内饰这方面长安做的很可 吊打很多车企这点没得说。此处无需多言

最后祝各位准车主或还在观望的老哥们喜提自己的爱车。一切都是最好的安排！",2022-04-20,东莞
嘘小墩子,"整车空间很大，舒适度很高，沙发很软，纯电里程应该能达到120多，车的所有配置都满足我的需求，有天窗和电动座椅。从提车那天加了一箱油，一直到现在都没用完，目前百公里油耗三个多点，我已经跑了600多公里了，作为一个两吨重的车这个油耗已经很低了，我非常的满意。
用电真的用不了多少油钱，车的空间也很大，尤其是后排空间，人人都说后排空间真宽敞，后备箱也很大。

【驾驶感受】
开起来非常舒服，非常顺手，这个方向盘和档位像是太空舱。
【购车经历】
从22款上市就在看这款车，直到23款上市提了23款Kidd智趣版本，感觉非常不错。
【最不满意】
车机系统有点落后，一直不升级也不知道因为啥，但整体还是非常不错的",2023-03-22,青岛
H   J,最大功率是110千瓦，然后前电机峰值扭距是330牛米，它这个是一个前驱的车型，没有像燃油版那样去规划一个四驱，目前phev版本就只有这个前驱的车型，整体的驾驶感受和之前开uni-v智电idd完全不同，那这车其实并不是一个动力取向，我觉得这是一个节能取向的一个车型。现在尽管电池的电量是非常充足，而它这款车的最大纯电续航是135公里，因为它放的是一个28.4度的，来自于宁德时代的磷酸铁锂电池。尽管电量很充足，但是我们在大脚加速的过程中稍微明显一点的推背感一点点都没有，他是一个非常线性的表现，所以这一部车开上去的感觉其实相对来讲是轻松的，它和燃油的uni-k相比就是它更安静一些， 在起步阶段更多的用电力去替代了动力，然后你 会忘掉你用的是什么模式，我觉得大部分都放在 hev模式上就好了。至于这个车其他的表现就跟燃油版uni-k整体上其实也没有好大的区别，包括底盘调校是非常舒适的，开上去比较像船，震动能隔绝的比较好，静音性也比较好，基本上走在路上路噪其实并不太大，而主要是在这70公里每小时以上风噪相对明显，这一点也是跟uni-v不同，uni-v是更多的路噪进来，风噪很少。,2023-03-18,淮北
緊握現在,提车跑了将近三千公里，比较喜欢这个车空间，本人身高比较高，这也是我的第一辆车，之前也没有开过别的车不做过多评价，感觉这辆车配置都卡在了自己喜欢的点上，外观也很符合我的审美，在网上了解这车一年了，刚出新款就直接奔着这辆车去了，当时正好有星际灰加蓝色内饰，买车么，自己开着舒心最重要！跟燃油版的一起试驾的比较喜欢电车的静谧性，在市区开着非常舒服，高速上动力很足，各种超车，平均时速都在一百三左右，开到一百七也稳的一批！配置上在高速上体验了一下智能辅助驾驶，挺好用，识别车道，保持跟车距离都挺好用！这个纯电续航没跑过，不知道具体能开多少，家里也没安充电桩，车比较大，对于新手倒车和侧方很不友好，半天停不进去，加个自动倒车入库就更好了。过段时间在好好感受下，在做一个后期用车感受🤞,2023-03-19,潍坊
嘻嘻哈哈休闲,"【驾驶感受】

车内空间大，特别是后排，感觉小孩能在后面跳舞了，动力家用够了，智能化一般，自动巡航试了一下堵车能用，但就怕插位置的…，方向盘手感不错，操作起刚合适，主驾座位舒适感一般，有点费腰要去买个腰靠.手机APP感觉不良好，开始半个月用起还流畅，现在卡得不得了，有点用不了的感觉.




【油耗】
目前用油少，才开了700多公里，充了5次电，油耗方面应该能接受",2023-04-22,重庆
机智的饭团XOl,因为喜欢这个车所以，我能接受更多的缺点。冬天比较费电还有就是馈电油耗大概在8.5左右  短途看不出来，上高速 120码跑出来的油耗 8.5，而且空间驾驶感受都挺好的。还有就是这个车比较重起步如果重踩油门的话还是比较费电的。其它都挺好的。,2024-02-07,乌鲁木齐
QY靖哥哥,"我的上一台车也是unik，纯油两驱尊贵版，因交通事故撞坏了，人一点事没有。个人感觉该车几乎完美，油车的唯一缺点就是油耗偏高一点，无论外观、内饰、动力都非常满意，这回换车还是只能接受unik，只是换为智电idd，在几乎什么都没变情况下，养车费用更省了，且车价还是一样亲民。四个字：一台好车！
    （本人在车友圈分享了新车提车心得，欢迎圈中朋友参与评论）",2023-03-23,梅州
SUPCAT,操控很好，来着很稳，高速超车很轻盈，最满意的事大空间，尤其是后排座椅太舒服了。在市区开基本不用油 缺点是座椅加热痛风之类的不好找,,呼和浩特
何其所幸丶,车机垃圾，智能化很烂，系统一直不更新，油耗也不准，厂家也一直不更新已经放弃这个车了，以后绝不会在买长安，智领和智趣app里面也不一样都有座椅加热和通风，智领可以控制智趣不行真恶心,,西安
荼荼的兔兔,20万的车。总体感觉一般。汽车第2天app上显示发动机故障。给我的解释是他们系统的问题。还有休憩模式座椅不能恢复。所以提醒各位买车的一定要各个功能都检查一下。,,成都
他是十年前的我,满意的地方就是空间大沙发，不满意的就是混动的时候不如DMI平顺，不踩油门有明显的制动感。,,济南
love_丽,外观还行，空间大，中控系统超级垃圾，不建议购买。中控不是智能系统，其它厂家都车每年6—8次系统更新，这个车系统还是2022年的，基本没有OTA升级，买车时销售乱吹，不懂。超级后悔买这个车了。,2023-11-24,重庆
